,trialId,foodDist,ProbabilityOfReturningToNest,RateOfInformedSearchDecay,RateOfLayingPheromone,RateOfSiteFidelity,RateOfPheromoneDecay,UninformedSearchVariation,fitnessScore,fitness,ProbabilityOfSwitchingToSearching
2488,2488,2,5.01E-05,5,3.594471247,19.75958965,8.002538806,5.932125556,0.706510417,0.706510417,0.354459179
330,330,2,0.000207471,5,2.265155491,18.39206676,1.084361234,0.157884631,0.706770833,0.706770833,0.650875167
2813,2813,2,6.75E-09,4.999989059,1.077145927,19.68725296,9.999985275,6.326383205,0.706770833,0.706770833,0.822503414
1473,1473,2,5.86E-05,5,4.132916093,16.67182248,9.99974891,1.175811523,0.706901042,0.706901042,0.751238133
1746,1746,2,1.50E-08,0.882117415,0.294209806,1.947119794,9.999917251,11.91423127,0.70703125,0.70703125,0.257461122
461,461,2,1.21E-14,2.042711429,1.721370851,1.995461827,6.239550449,7.908614201,0.70703125,0.70703125,0.986515938
2878,2878,2,2.10E-10,4.999992481,5.504411167,15.10647581,9.999999504,2.354217245,0.70703125,0.70703125,0.586378268
1697,1697,2,7.52E-08,5,1.903550841,6.755498596,9.999998067,8.324156786,0.70703125,0.70703125,0.453131691
2879,2879,2,5.55E-09,5,0.884965343,7.880093354,9.999999707,3.838945838,0.707161458,0.707161458,0.828870807
849,849,2,3.59E-14,0.237179947,18.79277705,0.871657586,9.327442782,12.03763619,0.707291667,0.707291667,0.988795935
1262,1262,2,6.90E-14,1.913550696,4.05872335,16.99120876,9.999999676,3.853369288,0.707421875,0.707421875,0.895742862
2273,2273,2,4.95E-06,5,2.583201071,10.54230472,9.906015039,6.350090466,0.707421875,0.707421875,0.463640313
638,638,2,1.89E-12,4.954579595,1.442991969,19.33678184,9.498646768,1.170304284,0.707682292,0.707682292,0.961265438
2413,2413,2,2.26E-08,4.999999999,2.894385731,19.70255589,9.99175066,4.615223974,0.707682292,0.707682292,0.528894647
1401,1401,2,4.03E-10,4.999999262,1.078158131,13.77245291,9.999980647,0.592153068,0.707682292,0.707682292,0.871854652
1163,1163,2,4.30E-14,4.564294328,1.121894232,19.66721306,9.999999519,6.797284402,0.707682292,0.707682292,0.867475755
2111,2111,2,1.69E-13,4.98211199,1.486799007,16.30876996,9.99999997,4.341700037,0.7078125,0.7078125,0.890259197
1352,1352,2,1.00E-13,2.546069755,1.592583673,19.97318439,10,7.670703585,0.7078125,0.7078125,0.876429704
90,90,2,5.65E-14,5,1.922233348,2.008164626,9.700907403,0.262967921,0.707942708,0.707942708,0.997499199
1109,1109,2,2.67E-13,4.999999998,2.589936433,19.08091779,9.999817943,8.798959171,0.708072917,0.708072917,0.474849734
1614,1614,2,8.86E-07,4.688749879,1.32256245,10.76114741,10,6.304040077,0.708203125,0.708203125,0.856966773
2894,2894,2,1.06E-14,5,9.684273785,1.207798759,10,5.212212669,0.708333333,0.708333333,0.902034792
1892,1892,2,1.88E-14,0.419242186,0.171094564,19.6054435,10,1.280944038,0.708333333,0.708333333,0.82936733
1565,1565,2,2.34E-09,4.999999996,2.846562224,16.73632485,9.999800234,2.770665824,0.70859375,0.70859375,0.942780957
1128,1128,2,9.07E-09,4.999999803,1.745770196,16.16297379,9.999999985,5.764607895,0.708723958,0.708723958,0.691149089
1057,1057,2,3.09E-14,4.975709126,1.200571305,19.49547859,9.18437725,0.761519881,0.708723958,0.708723958,0.97216258
1151,1151,2,1.71E-14,4.303324446,2.258412316,18.84006373,9.999999995,0.389407924,0.708723958,0.708723958,0.844205456
1413,1413,2,5.27E-07,5,1.137441776,19.50718252,9.930339359,2.958646575,0.708984375,0.708984375,0.903218317
2809,2809,2,2.68E-08,4.999999399,4.965332296,7.289378697,9.988133206,0.127091371,0.709114583,0.709114583,0.648843484
1018,1018,2,1.33E-13,4.972308553,3.069082532,18.58176673,10,4.255524242,0.709114583,0.709114583,0.89548244
1878,1878,2,2.96E-14,4.992554281,1.163436303,19.65563717,9.999999995,3.093539502,0.709375,0.709375,0.947521763
1574,1574,2,0.000134686,5,3.397067057,4.006862742,9.999924361,5.998303706,0.709375,0.709375,0.699540136
2419,2419,2,9.83E-11,4.999745579,3.304914493,17.48578772,9.999999999,1.334842408,0.709375,0.709375,0.660430148
1714,1714,2,2.00E-14,4.99993781,1.857703067,6.408656224,10,3.884520609,0.709505208,0.709505208,0.952203702
698,698,2,1.37E-14,5,5.151589631,4.683837472,10,0.566727608,0.709635417,0.709635417,0.050608871
1719,1719,2,1.35E-11,4.4714499,1.301758401,15.84446923,9.999939151,7.673413829,0.709635417,0.709635417,0.82815753
2629,2629,2,1.63E-08,4.999999559,5.891119061,5.932708303,9.99999999,1.250855842,0.709765625,0.709765625,0.252612462
680,680,2,1.62E-13,1.274846134,0.918783256,18.84023644,10,2.358102015,0.709765625,0.709765625,0.031756484
2157,2157,2,2.93E-05,4.999999998,1.035778117,7.387476024,10,8.627897222,0.709765625,0.709765625,0.805842089
331,331,2,6.03E-14,5,18.5784598,1.618797381,8.912077655,7.20106457,0.709765625,0.709765625,0.876749748
2559,2559,2,1.18E-10,4.968557322,1.447123253,18.16744556,10,7.578161858,0.709895833,0.709895833,0.343369955
1280,1280,2,2.33E-14,4.996802708,3.49404588,16.32651491,9.999999999,1.716257866,0.709895833,0.709895833,0.896527206
1301,1301,2,2.27E-14,4.999999859,2.985704218,19.96638549,10,5.150625139,0.71015625,0.71015625,0.656004588
1488,1488,2,1.86E-05,4.99999999,3.574967001,19.48964574,10,0.773512274,0.71015625,0.71015625,0.147947308
531,531,2,1.42E-14,4.999997942,1.910169197,2.368583006,10,4.274714127,0.710286458,0.710286458,0.974526307
2553,2553,2,9.81E-14,4.982195405,1.911240374,19.620852,9.999999999,3.624063462,0.710286458,0.710286458,0.923867646
2271,2271,2,2.73E-10,5,5.232917095,3.524450993,9.999907298,5.581383088,0.710286458,0.710286458,0.842610853
1881,1881,2,9.37E-06,5,1.522236439,19.29546551,9.997093264,1.749424471,0.710416667,0.710416667,0.867166243
2873,2873,2,6.47E-10,4.999982867,1.124172736,18.37184411,9.999988051,3.430755459,0.710416667,0.710416667,0.55901988
2746,2746,2,1.79E-10,5,7.425845446,0.779084332,10,5.416348709,0.710416667,0.710416667,0.925141759
695,695,2,1.63E-14,3.803913704,19.51762139,2.296989175,9.997961023,0.816786612,0.710416667,0.710416667,0.970122872
1382,1382,2,1.84E-07,4.99999984,3.724591245,16.00936243,9.999999835,3.040367333,0.710807292,0.710807292,0.98199178
2437,2437,2,1.55E-05,5,18.25600033,3.138763057,10,1.083413392,0.710807292,0.710807292,0.903963877
2373,2373,2,2.26E-13,2.387259573,0.810943625,19.04113778,10,2.329700419,0.7109375,0.7109375,0.70396242
2594,2594,2,1.73E-11,4.999998377,3.079039616,10.85987779,10,2.066669077,0.7109375,0.7109375,0.563924956
1921,1921,2,2.32E-13,4.999992616,1.14761906,18.47863655,10,3.00457009,0.711067708,0.711067708,0.993934589
622,622,2,1.43E-14,1.663482983,0.951203386,2.699373422,10,10.54518799,0.711067708,0.711067708,0.97507084
1235,1235,2,1.80E-13,3.366223387,2.988583996,16.85344124,10,4.258108103,0.711067708,0.711067708,0.684665902
1266,1266,2,1.49E-12,4.995517459,2.218296331,19.63793839,10,0.15497397,0.711197917,0.711197917,0.952972574
1459,1459,2,2.48E-09,4.999999939,3.210165151,14.92540063,10,6.699158657,0.711328125,0.711328125,0.445959362
2592,2592,2,5.18E-14,4.763757471,2.812231652,19.55004025,9.999999825,3.199886791,0.711458333,0.711458333,0.885836857
2171,2171,2,6.48E-12,4.999999255,1.271427045,6.535960163,9.99999997,4.952146073,0.71171875,0.71171875,0.385196949
2636,2636,2,4.94E-10,4.999994229,2.685146445,1.869087838,9.999999998,0.515009732,0.711979167,0.711979167,0.659436517
2294,2294,2,4.08E-08,4.999999897,15.44681717,3.935258055,10,2.634010022,0.712239583,0.712239583,0.860523989
2218,2218,2,2.84E-12,4.999820927,2.03170729,19.51296004,10,0.498697857,0.712239583,0.712239583,0.870280369
760,760,2,1.27E-14,1.929781533,0.87340821,1.172462627,6.862354869,1.263249664,0.712369792,0.712369792,0.985682673
2040,2040,2,5.39E-09,0.812832122,12.61674229,2.174932173,10,8.742079186,0.712369792,0.712369792,0.391030179
2872,2872,2,1.04E-08,4.999999824,0.957884442,10.57204485,10,3.298644621,0.712369792,0.712369792,0.838957003
135,135,2,4.32E-14,5,1.662621528,4.364939617,4.775053874,1.10344296,0.712369792,0.712369792,0.999714868
2070,2070,2,4.71E-10,4.999999999,1.328210763,3.716999342,9.999999999,1.325145069,0.7125,0.7125,0.389094127
1083,1083,2,4.16E-08,4.999492557,2.471825524,8.463675243,9.999961432,0.606887936,0.712630208,0.712630208,0.3805998
1795,1795,2,1.27E-12,3.31491866,3.737791458,10.72943139,9.99999991,2.117802267,0.712630208,0.712630208,0.672207238
1230,1230,2,1.23E-08,5,3.276152954,0.804810393,9.915399218,3.86950786,0.712630208,0.712630208,0.353512561
1622,1622,2,2.13E-13,4.964771363,1.276631535,19.81697131,9.99999981,1.042283512,0.712630208,0.712630208,0.985572411
2017,2017,2,7.62E-14,0.280910069,0.100793331,12.09313289,9.999999991,2.521691107,0.712630208,0.712630208,0.881603711
1872,1872,2,2.88E-06,4.999998535,7.900470696,1.704817759,9.999999888,5.516384084,0.712760417,0.712760417,0.7111151
85,85,2,3.05E-14,0.550203683,19.20037872,0.182384318,9.99554108,11.12021465,0.712890625,0.712890625,0.059030483
1115,1115,2,1.10E-08,5,0.944637275,5.422936477,10,5.818057891,0.712890625,0.712890625,0.057711606
1910,1910,2,7.02E-06,5,18.92207814,2.369099709,10,3.621610713,0.712890625,0.712890625,0.643197719
978,978,2,3.01E-14,5,1.142033893,19.04967448,9.999547391,3.270376536,0.713020833,0.713020833,0.842089456
2987,2987,2,0.000847103,4.964805301,1.570529525,7.484288583,10,1.505588659,0.713020833,0.713020833,0.639282273
2741,2741,2,5.27E-06,5,1.338407207,18.04703497,10,0.352462533,0.713020833,0.713020833,0.959591123
1306,1306,2,4.67E-08,5,3.262657086,7.721481847,9.99581116,3.766355128,0.713151042,0.713151042,0.415994629
1186,1186,2,1.26E-14,4.919568921,8.195927679,1.221505828,9.999876379,1.805938557,0.713151042,0.713151042,0.919829558
1435,1435,2,1.81E-14,3.674168692,1.07720946,19.50646609,9.999999987,2.3388111,0.713151042,0.713151042,0.846685808
2988,2988,2,3.31E-08,5,4.597232537,4.211620652,9.999999999,6.04812672,0.71328125,0.71328125,0.511748181
1033,1033,2,7.54E-11,5,3.486160105,13.45688031,10,2.458760128,0.71328125,0.71328125,0.050245746
2733,2733,2,4.60E-14,4.998401,1.389872749,15.10426972,9.999999974,2.121628764,0.71328125,0.71328125,0.66928496
397,397,2,2.23E-13,5,18.18510837,1.950624465,10,6.09666259,0.71328125,0.71328125,0.936056047
52,52,2,4.07E-13,5,2.462348884,18.22592221,9.999999999,2.355110246,0.713541667,0.713541667,0.508906425
2424,2424,2,7.04E-14,4.822851226,1.616005049,19.93543045,9.999999999,3.008174035,0.713541667,0.713541667,0.991751525
1543,1543,2,6.45E-10,4.998018126,3.721415437,16.34758752,9.990670932,1.959253926,0.713541667,0.713541667,0.04576842
1786,1786,2,1.24E-10,5,2.889146325,3.050709432,9.997775212,4.741561673,0.713671875,0.713671875,0.513790046
732,732,2,8.17E-14,3.652416597,3.19472393,19.63433057,10,3.283356356,0.713802083,0.713802083,0.188731687
1075,1075,2,4.81E-13,0.819983803,4.803669998,5.319738366,9.998952898,2.150131156,0.713802083,0.713802083,0.042730211
1505,1505,2,5.40E-14,3.847956303,1.485221873,19.27008302,9.99999999,2.613478915,0.713802083,0.713802083,0.873413304
1088,1088,2,2.53E-06,0.388330956,17.56473175,0.907999574,10,0.032068786,0.713932292,0.713932292,0.033525377
2056,2056,2,5.01E-05,4.999999999,15.48253126,2.84805463,9.998320121,5.47739261,0.713932292,0.713932292,0.840399014
2318,2318,2,2.53E-14,2.399024065,1.238920316,16.77863015,9.999999998,2.475177712,0.713932292,0.713932292,0.895267809
2012,2012,2,0.000330249,5,1.726756112,4.430138032,10,6.335698623,0.713932292,0.713932292,0.916993384
1970,1970,2,6.63E-14,5,2.781388697,19.93525946,9.999995937,1.2145374,0.713932292,0.713932292,0.147621758
2383,2383,2,4.79E-14,1.479055123,0.417737306,19.20643261,9.999999988,2.136871018,0.7140625,0.7140625,0.880431483
156,156,2,5.39E-14,5,2.583296991,3.302519716,10,0.214880713,0.714192708,0.714192708,0.066695412
1099,1099,2,3.78E-14,4.834901383,2.765959975,0.896744268,9.982936304,5.082146821,0.714322917,0.714322917,0.272036782
1688,1688,2,3.33E-14,4.999937185,2.07728329,18.98253394,9.999999999,5.938802211,0.714453125,0.714453125,0.561361399
543,543,2,2.33E-14,5,7.111601222,1.357895291,9.999999987,0.086964667,0.714583333,0.714583333,0.979792338
2262,2262,2,1.13E-13,4.999999999,2.670413808,18.97657456,9.997966038,3.372918967,0.714583333,0.714583333,0.722796204
1020,1020,2,1.40E-14,4.851888465,7.202099473,4.126440005,9.999996545,1.854905321,0.714583333,0.714583333,0.897283905
100,100,2,2.89E-14,5,2.186809506,6.276851413,10,0.735931454,0.714583333,0.714583333,0.080992538
1928,1928,2,4.05E-07,5,3.347055926,19.19272981,9.975339833,5.402373541,0.714713542,0.714713542,0.39469989
2884,2884,2,5.24E-12,4.999728937,9.645062319,1.541114864,10,1.483228891,0.71484375,0.71484375,0.095785691
2376,2376,2,7.99E-10,4.999011166,2.699029887,17.13028975,9.999999941,1.902073661,0.71484375,0.71484375,0.592398859
2516,2516,2,6.31E-12,4.980613176,1.984195383,16.83567543,9.999999917,4.109435944,0.714973958,0.714973958,0.853054404
2382,2382,2,9.46E-11,4.999999991,1.903755324,3.62214258,9.039398268,1.342112831,0.715234375,0.715234375,0.4260489
1045,1045,2,1.86E-07,5,13.7688411,3.243900099,3.24602285,0.805037548,0.715234375,0.715234375,0.954486763
1418,1418,2,4.90E-13,1.860308168,3.384472967,19.43966674,9.999999999,0.097589887,0.715234375,0.715234375,0.753016989
1963,1963,2,0.000133763,4.997765595,19.35175898,4.636076151,10,2.388604257,0.715234375,0.715234375,0.1773485
973,973,2,2.24E-14,1.316827841,1.075692602,18.90464604,3.162742111,2.229429757,0.715364583,0.715364583,0.079118993
1378,1378,2,4.59E-13,2.660775932,0.913895504,9.491358747,9.992952115,7.256727172,0.715364583,0.715364583,0.549964035
2223,2223,2,5.97E-11,4.999956368,4.128553692,13.62944427,9.999999992,2.884044462,0.715364583,0.715364583,0.694573223
2411,2411,2,2.55E-07,4.999966494,4.448772668,1.504260662,9.999998841,2.505065518,0.715494792,0.715494792,0.970579722
1806,1806,2,2.66E-14,4.998770854,2.527350831,15.26166017,9.999999999,3.045647667,0.715494792,0.715494792,0.863753145
2757,2757,2,1.05E-12,5,18.94993739,1.469096415,10,2.828338881,0.715755208,0.715755208,0.492177169
1581,1581,2,2.45E-09,4.999970862,1.598367425,13.12604403,9.999999945,6.041509504,0.715885417,0.715885417,0.920117861
1598,1598,2,1.75E-08,4.998931058,10.13139986,2.860488538,10,1.289464763,0.716015625,0.716015625,0.899870843
1248,1248,2,1.36E-09,1.820362593,12.89554392,3.877382592,9.999999887,3.083279578,0.716145833,0.716145833,0.340222438
2750,2750,2,2.52E-14,2.437421624,1.143429651,19.07914311,9.999999938,2.43064182,0.716145833,0.716145833,0.867553284
1560,1560,2,1.03E-07,4.999999955,9.962806027,1.565390403,9.999999993,3.02714106,0.716276042,0.716276042,0.212483844
1112,1112,2,8.11E-06,4.973108874,1.667847046,10.67862803,10,7.230130917,0.716276042,0.716276042,0.957079136
485,485,2,3.62E-14,0.273584095,2.436894309,2.683230443,9.663507602,12.50032871,0.71640625,0.71640625,0.380015988
1279,1279,2,0.000203427,4.999714922,10.37314958,1.744425082,9.999999893,2.930233809,0.716536458,0.716536458,0.69934712
1340,1340,2,3.60E-14,3.380541451,1.666349557,17.85844337,9.680172786,0.854991631,0.716796875,0.716796875,0.225864588
509,509,2,1.14E-11,5,1.769986981,17.20040039,5.936452892,0.610514127,0.716796875,0.716796875,0.945565106
2774,2774,2,8.55E-14,4.999999876,1.003634846,17.81364968,9.999999994,3.730235022,0.716796875,0.716796875,0.783095938
2066,2066,2,6.30E-14,4.258246794,1.61334916,18.81339698,9.999999984,2.439526889,0.716796875,0.716796875,0.882806362
1601,1601,2,8.97E-14,3.571794898,1.652247346,8.246538222,10,2.496986814,0.716927083,0.716927083,0.821676148
4,4,2,8.41E-11,4.999993438,17.59028435,1.375715733,9.999999724,3.003225642,0.716927083,0.716927083,0.637393355
2754,2754,2,4.51E-14,0.117999659,1.339303974,19.96944762,9.999999873,2.417543122,0.716927083,0.716927083,0.902473978
670,670,2,1.18E-14,5,2.976878465,16.00477935,7.580593029,0.685886899,0.716927083,0.716927083,0.871477145
2498,2498,2,1.03E-13,4.687232861,2.787249286,19.23180722,9.999999957,2.889824381,0.716927083,0.716927083,0.828799011
865,865,2,2.25E-14,3.975551747,4.407813327,3.978575831,9.951956663,0.345286865,0.717057292,0.717057292,0.108034932
2292,2292,2,0.000225595,1.725800656,2.465011635,5.25327977,10,7.909975776,0.717057292,0.717057292,0.71937724
953,953,2,2.73E-14,4.999999996,2.106856918,17.42046647,4.764332857,0.124284106,0.7171875,0.7171875,0.090074689
1060,1060,2,2.63E-14,4.366148184,2.704764769,6.13239671,10,1.879961713,0.7171875,0.7171875,0.888801136
1047,1047,2,6.95E-13,5,15.76266435,4.148902893,10,2.551803201,0.717317708,0.717317708,0.626577859
178,178,2,5.87E-14,0.686630494,16.72027092,0.437863334,9.387890046,11.37767112,0.717317708,0.717317708,0.966785497
125,125,2,5.05E-05,4.998072149,10.91561989,1.917612851,10,2.003262966,0.717578125,0.717578125,0.314422485
1029,1029,2,6.48E-14,0.938847812,2.294713708,3.534082454,9.834966045,11.6780655,0.717708333,0.717708333,0.724071639
857,857,2,4.51E-08,5,18.46058103,3.159274436,9.999999973,4.66503998,0.717838542,0.717838542,0.30648645
1512,1512,2,3.74E-14,4.999920133,1.702115743,18.28177579,10,3.667814498,0.717838542,0.717838542,0.834699933
110,110,2,2.88E-14,4.562058329,3.111433205,3.200979797,10,1.213752033,0.71796875,0.71796875,0.959828899
2384,2384,2,4.38E-14,0.083044906,1.457894414,19.55701873,9.999998699,2.139925499,0.718098958,0.718098958,0.771182941
1993,1993,2,0.000164128,4.99999817,4.607897221,7.187134185,9.985402862,1.754138832,0.718098958,0.718098958,0.413341877
2608,2608,2,8.80E-13,5,17.92434085,2.343400421,9.832070579,0.566747731,0.718229167,0.718229167,0.824631772
816,816,2,1.44E-14,1.721155942,0.777850717,10.43366726,10,2.271435757,0.718229167,0.718229167,0.085303642
1067,1067,2,5.06E-11,5,7.549924401,2.229241907,10,7.301995372,0.718359375,0.718359375,0.769296307
1104,1104,2,3.24E-14,4.968150002,1.766821588,17.23745378,10,1.816476917,0.718359375,0.718359375,0.798249222
1927,1927,2,3.94E-10,4.999196555,19.53686553,1.098266242,9.999999995,3.251385222,0.718359375,0.718359375,0.337837094
2400,2400,2,9.57E-14,4.999999302,2.109021432,19.48418535,9.999771838,2.384802251,0.718489583,0.718489583,0.468934622
1486,1486,2,1.07E-13,2.343391387,0.92330861,19.20605583,9.999999992,2.50208826,0.718619792,0.718619792,0.849373935
1762,1762,2,5.27E-14,0.236231079,0.258846606,12.89486778,9.999999989,2.521764743,0.718619792,0.718619792,0.906954108
1915,1915,2,1.32E-14,4.999999997,3.89983973,8.300615077,10,3.774017659,0.71875,0.71875,0.837905132
2944,2944,2,1.72E-08,2.072033626,3.742633192,19.68642173,9.999994659,3.474431854,0.71875,0.71875,0.546796131
1031,1031,2,2.10E-13,5,17.90985273,3.425669212,10,2.666746387,0.719010417,0.719010417,0.123464409
2845,2845,2,5.60E-14,5,3.051310982,7.399443556,10,1.703930706,0.719010417,0.719010417,0.742570237
146,146,2,1.39E-14,5,15.92896374,3.45253653,10,1.843241358,0.719140625,0.719140625,0.804182226
2404,2404,2,6.25E-14,4.041810487,1.592545483,19.59748304,9.999999933,2.61963724,0.719140625,0.719140625,0.836580323
2633,2633,2,7.61E-11,4.999966109,1.643095392,13.49057545,9.999995897,0.842269727,0.719140625,0.719140625,0.809766152
1753,1753,2,1.65E-12,4.668787723,1.981797506,19.91852332,9.999999999,3.041074872,0.719140625,0.719140625,0.869466679
1862,1862,2,7.24E-13,2.345615825,3.878343441,11.08454908,9.999999896,3.099287074,0.719401042,0.719401042,0.610133353
1252,1252,2,1.49E-13,2.209099153,1.488760245,19.71769372,9.999581903,7.719439049,0.719401042,0.719401042,0.543318879
1131,1131,2,2.03E-13,2.225235423,13.61943114,3.627177255,9.963303509,0.556723115,0.719401042,0.719401042,0.6690866
942,942,2,9.15E-14,1.014135371,2.616227368,2.835381752,9.705293565,10.42672403,0.71953125,0.71953125,0.981479978
363,363,2,1.80E-12,5,19.4449793,2.604507189,9.999999998,2.620699702,0.719791667,0.719791667,0.759588666
2995,2995,2,1.09E-08,0.54512051,6.598361527,6.340751018,9.999999118,2.744559351,0.719921875,0.719921875,0.115555213
1015,1015,2,1.41E-14,5,16.77622719,1.77674602,10,0.546864919,0.719921875,0.719921875,0.980078376
1105,1105,2,2.73E-09,3.363502817,2.919691187,3.274308405,9.999999968,0.964594644,0.7203125,0.7203125,0.657889898
1085,1085,2,2.49E-11,5,17.46372048,3.495960343,10,0.953292664,0.720572917,0.720572917,0.208546942
1049,1049,2,9.98E-13,2.711759861,12.36360098,2.650395935,9.73071536,5.053587616,0.720703125,0.720703125,0.62376548
2662,2662,2,8.67E-14,4.644430896,1.805221882,18.42244167,9.999999998,1.314154168,0.720703125,0.720703125,0.911119283
2019,2019,2,7.80E-13,2.14694616,1.077619981,19.51518925,9.999998455,3.6539594,0.720703125,0.720703125,0.882097993
2147,2147,2,2.05E-12,2.375020711,3.077836923,11.35755083,9.999999956,2.305679641,0.720833333,0.720833333,0.637961069
1969,1969,2,4.94E-12,4.584323571,4.476182066,10.81947052,9.999999764,2.894337028,0.720833333,0.720833333,0.652556394
1627,1627,2,9.46E-06,4.990999849,2.33067862,17.84416739,9.999969061,0.227316259,0.720833333,0.720833333,0.139149109
1934,1934,2,8.50E-10,4.999902338,11.39144575,2.781216512,9.999408176,1.060177846,0.720963542,0.720963542,0.169923777
1940,1940,2,4.10E-07,4.999981451,7.568564245,2.303940608,10,0.123841678,0.720963542,0.720963542,0.33917955
2551,2551,2,9.05E-07,4.9963682,17.1653574,4.210775949,9.999999992,3.046865783,0.72109375,0.72109375,0.099286376
1044,1044,2,5.50E-14,1.378172573,16.78588545,1.519985853,9.938133148,10.65468035,0.721223958,0.721223958,0.964817321
1023,1023,2,7.36E-12,5,17.04239382,1.505620518,10,0.937642331,0.721484375,0.721484375,0.694284291
1851,1851,2,1.18E-10,4.999086252,1.343826763,19.24009458,9.999999542,4.805059584,0.721484375,0.721484375,0.852816387
2794,2794,2,2.52E-12,4.516963108,1.829327377,17.00582384,9.999999993,2.449785863,0.721614583,0.721614583,0.76043433
1458,1458,2,1.14E-09,4.999994505,2.469931944,19.85082514,9.999999999,1.631197312,0.721614583,0.721614583,0.938975998
1569,1569,2,1.89E-13,0.867582721,0.519771455,17.00703271,9.999942137,3.404064731,0.721744792,0.721744792,0.820739382
2576,2576,2,3.48E-13,5,1.409327014,15.4244393,10,3.874259425,0.721744792,0.721744792,0.90189992
1911,1911,2,1.69E-08,4.99999976,2.263710169,9.941509856,10,5.047598043,0.721744792,0.721744792,0.080629365
1316,1316,2,9.82E-08,4.999999994,3.686347026,19.87306932,10,2.301261871,0.722005208,0.722005208,0.721948128
559,559,2,1.59E-14,4.999638135,18.63444098,3.388339567,10,1.441676117,0.722005208,0.722005208,0.983625907
2737,2737,2,2.03E-08,5,9.760875533,1.494415175,9.999987312,2.831475007,0.722135417,0.722135417,0.398461671
1888,1888,2,2.38E-12,3.243346119,3.627260924,11.21988288,9.999999936,2.548414954,0.722265625,0.722265625,0.644396626
438,438,2,9.99E-05,1.562662367,0.825701318,19.43656528,10,0.962839487,0.722265625,0.722265625,0.802011157
1097,1097,2,1.16E-12,2.952851805,1.977487463,3.506822171,10,2.172949214,0.722265625,0.722265625,0.90060853
983,983,2,5.69E-14,5,2.61068726,19.4400432,10,2.088274088,0.722265625,0.722265625,0.131308774
1957,1957,2,3.19E-13,4.254029466,1.884067209,19.29136267,9.999999987,3.104323418,0.722395833,0.722395833,0.884615715
1882,1882,2,1.50E-14,4.999999686,2.367646351,19.70282187,9.999999999,3.946403072,0.722526042,0.722526042,0.651704089
1346,1346,2,3.62E-14,0.23547137,0.324286912,19.30105799,9.992170418,5.440135417,0.722526042,0.722526042,0.954028159
1227,1227,2,4.25E-14,1.489586677,1.058378857,19.92293807,9.99999997,2.640439279,0.722526042,0.722526042,0.871990054
2443,2443,2,1.78E-05,3.487995187,2.158330053,19.12873163,10,0.621180284,0.72265625,0.72265625,0.205336393
1139,1139,2,6.13E-12,4.999984965,4.22565891,5.333286028,9.987627137,2.250607896,0.72265625,0.72265625,0.286411071
677,677,2,9.57E-14,4.509705263,2.565779293,16.58210412,9.912802739,0.797881234,0.722786458,0.722786458,0.958973723
1221,1221,2,7.45E-07,4.999231225,3.961721385,4.522883144,10,3.986203652,0.722916667,0.722916667,0.63927087
1322,1322,2,5.97E-12,4.996017976,2.050927345,19.91184518,10,2.544697062,0.723307292,0.723307292,0.932658453
1523,1523,2,4.79E-08,5,16.57287108,3.183635064,9.999999115,2.810889042,0.723307292,0.723307292,0.48948872
2250,2250,2,4.68E-14,0.091069763,2.623557193,14.25722351,9.999999845,1.379796336,0.723307292,0.723307292,0.934742113
2742,2742,2,3.11E-11,4.984655087,2.198703794,15.84753669,9.999999999,1.950524321,0.7234375,0.7234375,0.784643641
2519,2519,2,5.49E-07,4.999997937,3.059043832,9.799709539,10,0.968904653,0.7234375,0.7234375,0.635152986
194,194,2,2.58E-13,1.231765156,3.580943384,0.738899264,8.321290114,1.341224182,0.723567708,0.723567708,0.097974528
1,1,2,5.16E-13,5,2.382481098,15.60865402,9.99999997,6.436716396,0.723828125,0.723828125,0.895342231
1832,1832,2,8.19E-08,4.993876932,2.56607815,13.65269129,9.999999888,3.743256444,0.723958333,0.723958333,0.205324144
2214,2214,2,4.85E-11,5,2.480000895,19.53348192,9.999999991,2.58792237,0.723958333,0.723958333,0.950979026
1469,1469,2,1.87E-14,0.820284047,0.182519638,19.83325445,9.999999902,2.59452726,0.724088542,0.724088542,0.878230057
1653,1653,2,5.35E-14,4.325628983,1.703726071,18.93239792,9.999999952,1.914491813,0.72421875,0.72421875,0.874087441
483,483,2,4.48E-14,2.864974225,19.01629044,1.29620795,10,0.225960268,0.724348958,0.724348958,0.928588627
792,792,2,1.11E-13,4.842385661,1.92591631,19.69710494,10,4.369647835,0.724479167,0.724479167,0.904968893
2108,2108,2,1.35E-14,3.336955929,1.500567497,19.64357299,9.999999886,2.390918339,0.724479167,0.724479167,0.891546492
2230,2230,2,2.26E-11,5,3.792357188,17.36212387,10,0.57684748,0.724609375,0.724609375,0.250499027
2379,2379,2,5.07E-05,2.819179642,3.219072104,18.97380649,10,3.199638985,0.724609375,0.724609375,0.825060349
1866,1866,2,1.70E-14,0.39828117,0.034033813,2.598416281,10,3.816331633,0.724609375,0.724609375,0.392229017
1715,1715,2,3.43E-06,5,3.246619404,3.559931193,9.999999987,0.126286696,0.724739583,0.724739583,0.531599337
2187,2187,2,3.96E-13,1.862388201,0.879019849,19.3164949,9.999999994,2.974680958,0.724739583,0.724739583,0.885440334
1551,1551,2,7.84E-14,0.552112075,0.647714999,17.28486747,8.416012429,3.312938641,0.724739583,0.724739583,0.88886858
