,trialId,foodDist,ProbabilityOfReturningToNest,RateOfInformedSearchDecay,RateOfLayingPheromone,RateOfSiteFidelity,RateOfPheromoneDecay,UninformedSearchVariation,fitnessScore,fitness,ProbabilityOfSwitchingToSearching
2022,2022,2,5.57E-05,4.999994823,7.352112851,8.656428477,10,5.930850577,0.6484375,0.6484375,0.260834584
888,888,2,4.64E-14,5,18.08095053,17.95931443,3.386492733,0.165625615,0.648567708,0.648567708,0.916355882
1121,1121,2,8.20E-08,4.999964074,15.31684782,17.80977072,10,1.772799216,0.648697917,0.648697917,0.885400128
853,853,2,1.86E-14,5,18.77239989,14.82240837,10,0.6296858,0.648828125,0.648828125,0.934302928
1241,1241,2,0.002475328,4.992162601,3.209111816,14.06321413,10,8.182311849,0.648828125,0.648828125,0.446300358
2709,2709,2,5.39E-10,5,16.01923909,16.49015238,9.514680573,4.277754352,0.648828125,0.648828125,0.468660296
2903,2903,2,0.000410811,5,13.087369,6.504378105,10,6.493750504,0.648958333,0.648958333,0.957743072
2985,2985,2,0.003258712,4.999999521,12.76399526,6.434788141,9.999996545,1.727327959,0.649088542,0.649088542,0.104460068
1361,1361,2,2.79E-05,4.999999918,11.02194016,11.03706885,9.990195564,0.015887554,0.649479167,0.649479167,0.498115931
957,957,2,1.57E-11,5,18.52719701,19.5338214,10,0.238404841,0.649479167,0.649479167,0.128994328
597,597,2,4.35E-12,5,18.05118728,1.19315946,10,8.777801149,0.649609375,0.649609375,0.01282759
1357,1357,2,2.14E-07,4.999999987,15.98901053,14.89601655,10,4.438646521,0.649609375,0.649609375,0.524109674
2506,2506,2,2.36E-05,5,6.460148259,3.13904581,9.999999904,12.12475995,0.649739583,0.649739583,0.041075276
522,522,2,9.61E-09,4.525286477,0.347301002,18.0229133,10,1.060207978,0.649739583,0.649739583,0.012374678
538,538,2,1.64E-09,4.443069524,4.342105091,19.5816716,10,0.813387051,0.649739583,0.649739583,0.028279556
794,794,2,8.83E-12,3.242258138,18.62573863,17.76662322,10,1.089653826,0.649869792,0.649869792,0.945258629
2341,2341,2,1.28E-08,4.99999986,7.799748148,9.866410663,9.999999829,4.257156867,0.649869792,0.649869792,0.649959349
499,499,2,2.60E-14,4.994508378,18.89930012,13.89121851,9.999890492,4.724784834,0.65,0.65,0.855677554
2065,2065,2,4.92E-08,5,15.94338091,5.997571319,9.999999999,7.715394695,0.65,0.65,0.323260997
1850,1850,2,2.25E-14,4.999999949,19.0320915,16.2908675,10,1.127058986,0.650130208,0.650130208,0.644947196
2380,2380,2,1.66E-07,4.999999977,9.688789293,9.893993796,10,2.921793427,0.650130208,0.650130208,0.500508781
2195,2195,2,8.31E-06,5,8.794824462,17.98631607,10,5.086786962,0.650260417,0.650260417,0.702827779
27,27,2,1.79E-07,4.999831747,13.33523955,19.41669537,9.996980768,4.011397896,0.650390625,0.650390625,0.79559199
238,238,2,1.45E-12,5,19.89342809,18.23158199,10,2.220289571,0.650651042,0.650651042,0.97011488
2062,2062,2,1.58E-13,3.763701847,7.123223815,11.2743584,9.999999526,7.306810134,0.650911458,0.650911458,0.08057896
633,633,2,8.38E-10,4.95482591,13.08452525,3.80037371,9.999920708,10.7154768,0.650911458,0.650911458,0.396740824
2625,2625,2,7.66E-06,4.999978426,5.190141085,8.541052613,9.997020874,9.606798846,0.651041667,0.651041667,0.866601655
1066,1066,2,4.16E-14,1.63699496,12.35220901,9.144668779,4.218397202,6.19101498,0.651041667,0.651041667,0.903918818
2515,2515,2,0.004138008,4.552993883,9.77148713,0.458525049,9.998287913,7.368518677,0.651302083,0.651302083,0.294817979
2268,2268,2,5.20E-09,4.999996174,19.7661634,11.45306705,10,5.13605914,0.651432292,0.651432292,0.09132287
1447,1447,2,1.66E-06,4.999999912,8.840177307,10.0690841,9.999976313,4.883774669,0.651432292,0.651432292,0.741641672
2474,2474,2,4.14E-12,5,18.92228642,18.35271958,10,0.916489479,0.651432292,0.651432292,0.083469445
836,836,2,1.38E-12,3.82355828,19.13604581,19.53281518,1.62738966,0.467085482,0.6515625,0.6515625,0.105542463
1367,1367,2,2.13E-09,4.44517143,13.1687086,13.93436257,9.997410005,5.486369266,0.651692708,0.651692708,0.94998009
645,645,2,4.97E-13,5,9.120373084,18.99524499,9.609981295,0.286965585,0.651692708,0.651692708,0.062710306
96,96,2,7.14E-10,5,2.12485345,2.166416929,2.694540437,11.16011437,0.651692708,0.651692708,0.021948143
1381,1381,2,1.43E-12,4.983227466,16.74001271,14.83331805,8.625794215,4.286388764,0.651953125,0.651953125,0.121643835
1692,1692,2,1.15E-09,4.922120315,3.807096077,9.75231837,9.976304361,1.787284916,0.652083333,0.652083333,0.029602465
33,33,2,0.001380141,5,0.414522876,17.25174954,9.934116422,12.46366598,0.652083333,0.652083333,0.079376084
2081,2081,2,6.78E-12,4.999668741,17.30066193,18.00388911,9.999999866,3.080617865,0.652083333,0.652083333,0.974113958
547,547,2,1.05E-14,5,19.65214687,18.86056685,9.999999587,1.107791624,0.65234375,0.65234375,0.126911437
529,529,2,4.54E-08,0.869129862,5.813824563,15.6519023,9.999994405,7.895659359,0.652473958,0.652473958,0.691548351
2621,2621,2,1.17E-12,4.999944039,8.516022116,19.34343994,9.999999998,3.4592413,0.652473958,0.652473958,0.432402194
1317,1317,2,1.68E-12,5,8.876256022,14.73068332,9.981847595,1.025388537,0.652734375,0.652734375,0.916991082
1231,1231,2,2.38E-11,5,18.1790398,7.379842305,10,5.002922842,0.652864583,0.652864583,0.346799703
437,437,2,1.06E-14,4.986073771,19.7911206,19.71010398,10,1.196931352,0.652994792,0.652994792,0.323474878
2059,2059,2,0.000227603,1.209701102,8.673903552,19.05800718,9.997704407,5.608252282,0.652994792,0.652994792,0.459643442
1907,1907,2,6.89E-10,5,8.093778879,6.058549565,10,8.337979707,0.653125,0.653125,0.54396096
2678,2678,2,4.17E-12,4.999808461,8.788347509,12.28842461,9.999999983,1.126956235,0.653125,0.653125,0.825547878
568,568,2,1.88E-14,5,19.70293756,2.128414459,9.95301656,11.9951371,0.653385417,0.653385417,0.902530205
200,200,2,1.62E-12,4.99999908,13.07661025,19.9199972,9.999992098,1.474478046,0.653385417,0.653385417,0.210245074
2798,2798,2,1.35E-09,5,14.68526274,10.81326781,10,0.988662835,0.653645833,0.653645833,0.976954923
2490,2490,2,1.40E-05,4.869919273,19.9239653,19.85454836,7.259178266,0.515800488,0.65390625,0.65390625,0.650382623
150,150,2,2.38E-13,4.405092004,19.67576736,14.60739882,8.573179401,3.498516954,0.65390625,0.65390625,0.994495204
1153,1153,2,9.72E-07,4.999999356,13.049245,16.39036831,9.999995373,0.690106124,0.65390625,0.65390625,0.142469686
1397,1397,2,1.43E-11,4.999999955,14.68573047,14.8330564,9.999932557,3.262755952,0.654166667,0.654166667,0.600830413
1493,1493,2,9.37E-05,5,13.32155461,14.13135138,10,4.204065962,0.654296875,0.654296875,0.361322901
2502,2502,2,8.08E-12,5,14.80557276,6.937794439,10,7.675002508,0.654296875,0.654296875,0.144917196
1979,1979,2,1.76E-10,5,15.52145422,8.583408241,9.999999995,0.473329015,0.654427083,0.654427083,0.341810947
2848,2848,2,1.34E-08,1.854840477,8.846556692,19.06015663,10,3.685921554,0.654427083,0.654427083,0.521736871
2537,2537,2,4.01E-12,1.495737056,19.70185301,15.60739627,9.999999999,4.860105818,0.654427083,0.654427083,0.304264466
858,858,2,2.31E-14,4.999773563,7.906422754,6.535179792,9.998630429,6.005862382,0.654557292,0.654557292,0.558220238
763,763,2,2.60E-14,5,0.426076034,17.87967519,10,5.555339007,0.654557292,0.654557292,0.006751623
2455,2455,2,2.18E-06,4.999981114,7.709288452,9.947141433,9.999999999,5.661982323,0.654557292,0.654557292,0.66566798
341,341,2,1.64E-13,4.899618589,10.42556223,0.551515917,10,0.617499779,0.654557292,0.654557292,0.020926735
2417,2417,2,7.68E-11,4.999992122,15.83141735,17.63810608,9.999998068,3.597182838,0.6546875,0.6546875,0.576838644
1743,1743,2,1.70E-10,4.999979761,9.862183384,4.084347372,7.323828478,9.733520223,0.654817708,0.654817708,0.455127027
1936,1936,2,3.84E-09,1.161569147,8.715272984,18.58048041,10,3.147828385,0.654947917,0.654947917,0.54126153
81,81,2,3.02E-12,4.999999986,14.17826612,11.43435923,8.498662007,1.409950096,0.654947917,0.654947917,0.106978348
1867,1867,2,2.21E-08,4.264330925,13.63488004,19.7410562,9.999448495,4.853615789,0.655208333,0.655208333,0.27010842
454,454,2,0.000740264,3.40912532,17.2204068,0.934661884,7.858131692,11.83550046,0.655338542,0.655338542,0.040893796
799,799,2,5.43E-14,5,4.388864324,3.551858291,9.887182799,12.13599317,0.655338542,0.655338542,0.031151167
871,871,2,1.83E-14,4.461025679,7.780581497,19.50836858,4.080463454,1.200175108,0.65546875,0.65546875,0.638220382
754,754,2,5.80E-12,1.940812964,19.41326431,19.07426443,8.631278212,0.771651552,0.65546875,0.65546875,0.071833145
1941,1941,2,1.53E-06,4.99999865,9.921830099,18.3425905,9.999222714,1.366089517,0.655859375,0.655859375,0.706840643
2911,2911,2,0.003962735,5,0.257245516,19.97401262,10,0.547223573,0.655859375,0.655859375,0.387732853
524,524,2,9.59E-14,5,18.80212648,19.23419964,10,0.419786396,0.655859375,0.655859375,0.253459681
2090,2090,2,0.000445294,4.979329985,9.467942033,12.92697364,9.999999864,1.543069375,0.655989583,0.655989583,0.390660274
219,219,2,7.36E-14,5,17.96047202,10.09627154,10,0.904719151,0.656119792,0.656119792,0.05503324
1398,1398,2,9.79E-05,4.994960547,13.41250335,9.917860652,10,3.171909423,0.656119792,0.656119792,0.479925186
2801,2801,2,1.52E-06,4.999996418,11.7132319,10.23641584,10,4.078967708,0.65625,0.65625,0.804932165
965,965,2,0.00564254,4.688829083,1.300284097,0.297968375,9.643510122,2.212328576,0.65625,0.65625,0.92455051
878,878,2,0.001766104,3.085348828,3.15789181,1.661234876,8.85182712,12.20215244,0.65625,0.65625,0.032329823
389,389,2,1.54E-14,5,2.009490107,0.580431391,10,11.08589766,0.656380208,0.656380208,0.023751779
1479,1479,2,4.20E-11,5,8.041716654,17.49562419,9.992984251,6.226458249,0.656510417,0.656510417,0.29286534
452,452,2,2.07E-14,5,0.001947158,18.12707773,10,0.063217558,0.656640625,0.656640625,0.660380373
1826,1826,2,4.52E-14,0.056735472,1.333941668,5.051867658,9.999999996,2.462541185,0.656640625,0.656640625,0.937003305
516,516,2,3.17E-14,4.635782531,18.89392552,19.1825846,10,2.368701996,0.656770833,0.656770833,0.841409854
1861,1861,2,4.44E-08,4.529745988,16.885166,10.25707984,9.54915002,4.113125568,0.656901042,0.656901042,0.469413574
2975,2975,2,7.99E-11,4.999999999,14.34302484,17.05517782,8.5392556,2.437019336,0.656901042,0.656901042,0.345962348
2861,2861,2,2.37E-10,4.838857889,6.432107074,11.7488378,9.999999981,6.394558541,0.65703125,0.65703125,0.60759472
1589,1589,2,1.78E-07,4.998251232,3.669173975,16.57683027,9.999999994,8.87876244,0.65703125,0.65703125,0.577648025
933,933,2,1.04E-14,2.997803463,17.80571206,16.95902828,0.629719267,1.035121504,0.65703125,0.65703125,0.133753791
1261,1261,2,3.87E-13,5,19.70314705,8.589439571,8.151233527,1.385979446,0.657161458,0.657161458,0.897103098
1751,1751,2,6.51E-14,4.999997114,16.9674967,9.056913652,9.999345977,4.564016872,0.657161458,0.657161458,0.708252675
2164,2164,2,4.06E-09,4.962626287,15.9737679,13.59305886,8.983534858,3.980277518,0.657161458,0.657161458,0.67020098
35,35,2,1.31E-13,0.818358936,19.01571053,2.537244816,10,12.37650274,0.657291667,0.657291667,0.921696739
1027,1027,2,8.77E-08,4.999999954,15.3385647,14.45029692,10,3.316511228,0.657291667,0.657291667,0.798849969
2082,2082,2,4.17E-11,4.255669135,6.505045426,19.41402559,8.108912183,0.409941876,0.657421875,0.657421875,0.735343229
1698,1698,2,1.33E-06,4.999999999,16.61766148,0.164790086,9.980223025,12.25161754,0.657552083,0.657552083,0.239343482
265,265,2,2.01E-14,5,17.89936461,0.661601175,10,11.71378427,0.657552083,0.657552083,0.042978673
1618,1618,2,0.000457463,5,11.8839421,11.28127338,9.996325538,2.10821249,0.657552083,0.657552083,0.659744014
2620,2620,2,6.70E-10,4.995416487,3.844560153,13.04961305,10,10.30112136,0.657552083,0.657552083,0.122653549
769,769,2,1.26E-14,5,1.437791068,0.009891863,8.236225663,0.020936997,0.657682292,0.657682292,0.993951383
796,796,2,9.67E-14,5,0.224848886,19.32900922,10,0.700630656,0.657682292,0.657682292,0.02564094
212,212,2,0.006200166,5,1.430043297,17.68257258,10,0.978020879,0.657942708,0.657942708,0.910519088
1609,1609,2,7.68E-07,4.999999999,19.36347613,18.80160463,5.997038494,2.724695136,0.657942708,0.657942708,0.750653215
854,854,2,9.48E-12,4.281776377,18.05558384,18.78128049,10,0.942351985,0.657942708,0.657942708,0.881398953
1812,1812,2,2.16E-13,3.379672116,7.94560907,5.161360499,9.996385626,8.735384802,0.658072917,0.658072917,0.497573536
2513,2513,2,1.27E-13,4.999999941,9.160775231,15.73611151,9.993156454,0.722227157,0.658072917,0.658072917,0.394470759
2777,2777,2,0.000124835,4.999999998,18.94966192,8.132152547,9.999999999,0.355384885,0.658333333,0.658333333,0.341798436
2830,2830,2,2.13E-12,5,12.724023,18.52212528,9.947301116,4.940449949,0.658333333,0.658333333,0.297583803
1604,1604,2,3.40E-07,5,17.98864907,18.53178977,9.99999998,3.698945871,0.658333333,0.658333333,0.988431783
140,140,2,7.39E-10,0.621632749,18.01260866,12.06119484,10,0.316865832,0.658463542,0.658463542,0.936776578
160,160,2,2.58E-14,5,5.411208364,3.139698375,9.037358349,0.305273814,0.65859375,0.65859375,0.02571381
